method,seed,model_family,final_avg_acc,min_task_acc,context_entropy_mean,context_margin_mean,context_top1_acc_mean,latent_frechet_margin_mean,prototype_weight_mean,class2_margin_vs4_mean,class5_margin_vs4_mean,class2_logit_rank_mean,class5_logit_rank_mean,trainable_params,total_params,backbone_params,readout_trainable_params,readout_total_params,model_size_mb_total,probe_row,backbone_source,probe_feature,probe_context_mode,middle_avg_acc,middle_min_acc,avg_forgetting,old_class_acc,recent_class_acc,class0_acc,class1_acc,class2_acc,class3_acc,class4_acc,class5_acc,min_class_acc,pred4_bias,method_role
probe_proto__transformed3_oracle,1,probe,0.849,0.82375,,,,,,2.9132418632507324,2.5890696048736572,1.2637500166893005,1.0099999904632568,390,390,,,,0.00148773193359375,True,mmals_proto_first_balanced_replay,transformed3,oracle,0.835,0.8325,,0.8216666666666667,0.8883333333333333,0.775,0.88,0.81,0.8475,0.8225,0.995,0.775,0.17812499999999998,diagnostic_probe
probe_proto__transformed3_oracle,2,probe,0.6705,0.42125,,,,,,0.5094603598117828,2.7020905017852783,1.5237500071525574,1.100000023841858,390,390,,,,0.00148773193359375,True,mmals_proto_first_balanced_replay,transformed3,oracle,0.5025,0.42125,,0.7170833333333334,0.7058333333333334,0.87,0.76875,0.5125,0.3375,0.8175,0.9625,0.3375,0.23687500000000003,diagnostic_probe
probe_proto__transformed4_oracle,0,probe,0.64,0.37625,,,,,,0.38314397633075714,2.5793569087982178,1.4212499856948853,1.087499976158142,390,390,,,,0.00148773193359375,True,mmals_proto_first_balanced_replay,transformed4,oracle,0.423125,0.37625,,0.7875,0.5733333333333334,0.805,0.905,0.6525,0.2775,0.4825,0.96,0.2775,0.12729166666666666,diagnostic_probe
probe_proto__transformed4_oracle,1,probe,0.491,0.02875,,,,,,0.9342203140258789,3.7343688011169434,1.5487499833106995,1.0049999952316284,390,390,,,,0.00148773193359375,True,mmals_proto_first_balanced_replay,transformed4,oracle,0.185,0.02875,,0.7283333333333334,0.35208333333333336,0.575,0.95,0.66,0.01375,0.045,0.9975,0.01375,0.017083333333333336,diagnostic_probe
probe_proto__transformed4_oracle,2,probe,0.64775,0.54375,,,,,,2.4750722646713257,2.19978928565979,1.2225000262260437,1.274999976158142,390,390,,,,0.00148773193359375,True,mmals_proto_first_balanced_replay,transformed4,oracle,0.70875,0.54375,,0.6508333333333334,0.655,0.48,0.59125,0.88125,0.8625,0.225,0.8775,0.225,0.08583333333333332,diagnostic_probe
probe_proto__zf_oracle,0,probe,0.9335000000000001,0.89125,,,,,,5.6895012855529785,4.118924617767334,1.1212499737739563,1.065000057220459,390,390,,,,0.00148773193359375,True,mmals_proto_first_balanced_replay,zf,oracle,0.9143749999999999,0.89125,,0.9404166666666667,0.9295833333333334,0.935,0.97,0.91625,0.9325,0.90625,0.95,0.90625,0.17500000000000002,diagnostic_probe
probe_proto__zf_oracle,1,probe,0.9435,0.92625,,,,,,5.429822683334351,3.271648645401001,1.0674999952316284,1.0099999904632568,390,390,,,,0.00148773193359375,True,mmals_proto_first_balanced_replay,zf,oracle,0.9393750000000001,0.93125,,0.9637500000000001,0.9375,0.9825,0.9625,0.94625,0.9275,0.895,0.99,0.895,0.16395833333333334,diagnostic_probe
probe_proto__zf_oracle,2,probe,0.95475,0.9325,,,,,,9.571500301361084,2.6026384830474854,1.0924999713897705,1.0225000381469727,390,390,,,,0.00148773193359375,True,mmals_proto_first_balanced_replay,zf,oracle,0.951875,0.94625,,0.9579166666666667,0.9579166666666667,0.97,0.985,0.91875,0.9525,0.94375,0.9775,0.91875,0.16520833333333332,diagnostic_probe
probe_proto__zf_proto,0,probe,0.898,0.8375,,,,,,2.634134292602539,4.992203235626221,1.17249995470047,1.0149999856948853,390,390,,,,0.00148773193359375,True,mmals_proto_first_balanced_replay,zf,proto,0.86375,0.8375,,0.9229166666666666,0.8958333333333334,0.94,0.965,0.86375,0.9325,0.7625,0.9925,0.7625,0.15354166666666666,diagnostic_probe
probe_proto__zf_proto,1,probe,0.9272500000000001,0.8825,,,,,,3.7340283393859863,2.816035270690918,1.1424999833106995,1.0149999856948853,390,390,,,,0.00148773193359375,True,mmals_proto_first_balanced_replay,zf,proto,0.905,0.8825,,0.9416666666666668,0.9316666666666666,0.9825,0.9675,0.875,0.91125,0.89875,0.985,0.875,0.17770833333333333,diagnostic_probe
probe_proto__zf_proto,2,probe,0.9385,0.88875,,,,,,6.320704460144043,4.170308589935303,1.1712499856948853,1.0049999952316284,390,390,,,,0.00148773193359375,True,mmals_proto_first_balanced_replay,zf,proto,0.8987499999999999,0.88875,,0.9466666666666667,0.9458333333333333,0.975,0.98,0.885,0.9575,0.885,0.995,0.885,0.16333333333333333,diagnostic_probe
